# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Booking_id,Customer_id,Room_id,Check_in_date,Check_out_date,Booking_status
154,34870,122,2026-03-17,2026-03-19,Reserved
155,37816,200,2025-04-04,2025-09-08,Checked_out
156,280,45,2025-09-05,2026-03-19,Reserved
157,984,103,2025-05-31,2025-11-12,Checked_out
158,24196,37,2025-08-26,2026-01-25,Checked_out
159,31139,170,2025-11-21,2025-12-27,Confirmed
160,23136,177,2025-11-07,2026-02-27,No_show
161,30368,16,2025-08-24,2026-01-26,Checked_in
162,31276,85,2025-09-21,2026-01-04,Checked_out
163,29482,71,2025-11-03,2025-12-25,Reserved
164,38685,50,2025-06-07,2025-09-28,Reserved
165,25546,200,2025-12-27,2026-01-19,No_show
166,37332,160,2025-11-18,2025-11-20,Confirmed
167,37718,149,2026-03-11,2026-03-15,Checked_in
168,35564,96,2025-07-03,2025-08-21,Checked_in
169,20858,47,2026-03-02,2026-03-08,Confirmed
170,27626,164,2025-05-30,2026-01-01,No_show
171,29506,126,2025-11-05,2026-02-08,Checked_in
172,31466,84,2025-12-25,2026-03-10,Checked_out
173,33976,24,2025-07-17,2025-11-29,Checked_out
174,36156,92,2026-01-25,2026-01-28,No_show
175,22209,100,2025-04-01,2025-08-02,Cancelled
176,993,201,2025-04-01,2026-02-14,No_show
177,35775,32,2026-03-24,2026-03-26,Checked_out
178,25982,83,2025-08-04,2025-12-11,No_show
179,31267,35,2026-01-13,2026-03-11,Confirmed
180,38506,85,2026-03-10,2026-03-27,Checked_in
181,27421,195,2025-08-02,2025-12-14,Confirmed
182,37801,180,2025-10-24,2026-03-11,Checked_out
183,24333,152,2025-08-23,2025-10-19,Confirmed
184,20916,16,2025-05-20,2025-10-05,No_show
185,35758,194,2025-12-03,2026-03-19,Confirmed
186,37275,132,2026-01-20,2026-01-30,Checked_in
187,25031,202,2025-08-11,2025-12-18,Checked_in
188,20875,33,2025-11-17,2025-11-21,Cancelled
189,26618,151,2025-12-05,2026-01-22,Confirmed
190,24671,53,2025-10-27,2026-01-29,Checked_out
191,36182,167,2025-10-04,2026-03-01,No_show
192,39728,129,2025-08-11,2026-02-08,Reserved
193,29112,35,2025-08-02,2025-12-08,Cancelled
194,31349,162,2026-01-19,2026-02-06,Checked_out
195,27635,33,2025-06-22,2025-09-15,Cancelled
196,28710,183,2025-08-27,2025-11-02,Cancelled
197,32238,14,2025-05-28,2026-03-30,Confirmed
198,31216,43,2025-03-26,2025-07-15,Reserved
199,28373,185,2025-07-08,2025-08-26,Reserved
200,24042,162,2025-09-24,2025-12-25,Reserved
201,36545,69,2025-04-06,2026-02-17,Cancelled
202,27183,182,2025-07-08,2025-12-03,Checked_in
203,24359,150,2025-06-10,2025-09-01,Confirmed
204,38159,127,2025-10-10,2026-01-21,No_show
205,35340,7,2026-02-21,2026-03-27,Checked_out
206,34777,118,2025-06-27,2025-07-06,Checked_out
207,22710,28,2026-01-15,2026-03-07,Reserved
208,22930,136,2025-08-27,2025-11-10,Checked_in
209,39899,194,2025-10-19,2026-01-02,Checked_in
210,30173,24,2025-10-05,2026-02-09,Cancelled
211,24105,129,2026-02-12,2026-02-17,Reserved
212,30191,125,2025-11-14,2025-12-27,Reserved
213,27377,195,2025-05-30,2025-08-09,Reserved
214,28318,16,2026-03-13,2026-03-13,Reserved
215,35730,30,2025-06-24,2026-03-09,Confirmed
216,26492,68,2025-04-19,2026-03-14,No_show
217,39371,189,2025-08-27,2026-01-17,Confirmed
218,27876,120,2025-08-07,2025-09-12,Checked_out
219,35006,37,2025-04-17,2026-01-24,Checked_out
220,40151,177,2025-06-26,2026-01-09,Reserved
221,28348,76,2025-08-17,2026-02-17,Confirmed
222,24712,181,2025-12-28,2026-03-09,Reserved
223,27785,30,2025-08-10,2025-12-30,Checked_out
224,36768,65,2025-09-15,2026-03-19,Checked_out
225,556,188,2025-08-08,2025-09-19,No_show
226,35093,40,2025-10-07,2026-01-05,Checked_in
227,22365,36,2025-06-10,2025-11-11,Confirmed
228,26300,37,2025-04-27,2025-09-14,Checked_in
229,36349,115,2026-03-22,2026-04-01,No_show
230,32212,170,2025-07-10,2026-01-13,Reserved
231,26987,80,2026-01-22,2026-02-20,Confirmed
232,31186,112,2025-09-23,2026-03-28,Confirmed
233,24911,30,2025-04-22,2025-09-21,Confirmed
234,24511,53,2025-04-12,2026-02-23,Confirmed
235,36753,103,2025-04-19,2025-05-08,Checked_in
236,33062,169,2025-09-28,2025-11-15,Confirmed
237,39086,23,2025-03-26,2025-11-26,Cancelled
238,514,26,2025-12-31,2026-03-21,Cancelled
239,31984,149,2025-03-24,2025-06-27,Cancelled
240,36374,193,2025-09-24,2026-02-13,No_show
241,26738,101,2026-02-18,2026-02-23,Cancelled
242,27166,39,2025-06-29,2026-02-25,Cancelled
243,29880,13,2025-06-20,2025-06-30,No_show
244,25388,123,2026-02-05,2026-02-10,Checked_out
245,34755,155,2026-01-16,2026-03-05,Confirmed
246,37346,48,2025-11-02,2026-03-13,Reserved
247,33996,131,2025-09-04,2025-11-18,Checked_in
248,21318,114,2025-05-16,2026-03-22,Cancelled
249,37076,98,2026-01-25,2026-03-12,Checked_in
250,30104,100,2025-09-30,2025-11-17,Checked_out
251,24581,183,2025-09-20,2025-09-30,Cancelled
252,24689,142,2026-01-12,2026-01-29,Checked_in
253,31099,114,2026-03-18,2026-04-03,Cancelled
254,25515,3,2025-05-20,2025-10-22,Cancelled
255,37166,119,2025-03-29,2025-07-09,Reserved
256,35432,157,2025-06-21,2025-09-20,Cancelled
257,25459,139,2025-04-03,2026-01-21,Reserved
258,28863,196,2025-10-24,2025-11-25,Checked_in
259,40368,72,2025-11-26,2026-02-17,No_show
260,36383,123,2025-07-18,2026-02-03,Cancelled
261,35262,74,2026-03-16,2026-03-19,Confirmed
262,21151,59,2026-01-15,2026-01-16,No_show
263,39405,141,2025-09-30,2025-12-26,Confirmed
264,29726,163,2025-09-03,2025-12-30,Confirmed
265,36744,43,2025-10-08,2025-12-03,Checked_in
266,31982,20,2026-02-15,2026-02-17,Checked_out
267,36135,117,2025-09-22,2025-12-04,Reserved
268,37968,169,2025-04-10,2026-01-30,Checked_in
269,27326,101,2025-06-24,2025-10-14,Confirmed
270,26490,50,2026-01-06,2026-03-16,Confirmed
271,29734,146,2025-10-28,2025-12-23,Cancelled
272,22311,51,2025-04-17,2026-03-21,No_show
273,32681,179,2025-05-18,2025-06-03,Checked_out
274,29336,30,2026-01-04,2026-01-24,Reserved
275,28319,61,2025-05-16,2025-09-16,Checked_out
276,28316,35,2025-05-28,2025-09-05,Cancelled
277,28217,160,2025-11-19,2026-01-09,Reserved
278,456,43,2025-07-11,2026-01-11,Reserved
279,28893,145,2025-04-03,2025-12-19,Reserved
280,26248,152,2025-06-02,2026-03-12,Checked_in
281,27169,86,2025-09-01,2025-09-14,Reserved
282,39432,82,2026-01-14,2026-01-24,Checked_out
283,34708,162,2025-05-30,2025-11-24,Confirmed
284,30746,86,2025-04-25,2025-07-09,Confirmed
285,31859,88,2025-05-02,2025-12-24,Checked_out
286,25954,61,2025-10-08,2026-01-27,Reserved
287,33688,48,2025-10-08,2026-01-29,Checked_in
288,38879,114,2026-03-01,2026-03-12,Reserved
289,39080,197,2025-04-11,2025-06-06,Checked_out
290,36947,73,2026-02-27,2026-03-25,Confirmed
291,20841,64,2025-07-05,2026-02-18,Confirmed
292,28797,91,2025-05-28,2025-08-08,Cancelled
293,37401,135,2025-12-11,2026-02-23,Checked_out
294,23161,171,2025-03-29,2025-10-16,Confirmed
295,25497,7,2025-08-04,2025-11-27,Checked_in
296,37940,177,2025-06-11,2025-10-29,No_show
297,25998,88,2025-04-16,2025-09-12,Checked_in
298,38831,132,2026-03-07,2026-03-18,Confirmed
299,21343,161,2025-12-11,2026-01-29,Cancelled
300,30385,9,2025-06-18,2026-01-24,Cancelled
301,39151,13,2025-12-07,2026-03-04,Cancelled
302,39094,21,2025-11-02,2026-03-24,Checked_in
303,39250,75,2025-08-09,2026-04-02,Cancelled
304,36878,187,2026-03-19,2026-03-27,Reserved
305,26090,77,2025-12-03,2025-12-29,No_show
306,32155,33,2025-04-17,2025-08-25,Confirmed
307,37269,18,2025-10-04,2026-01-30,No_show
308,38045,184,2025-08-09,2025-12-04,Confirmed
309,32841,163,2025-06-21,2026-03-22,Confirmed
310,25609,94,2026-03-06,2026-03-25,Confirmed
311,36849,133,2026-03-02,2026-03-03,Reserved
312,31346,28,2025-04-09,2025-11-01,No_show
313,28314,75,2025-06-13,2025-12-17,Confirmed
314,21863,190,2025-07-04,2025-07-15,Cancelled
315,34178,161,2026-03-07,2026-03-14,Checked_in
316,27442,43,2025-12-18,2026-01-02,Checked_out
317,24276,134,2025-03-24,2026-03-11,Cancelled
318,38399,191,2026-03-13,2026-03-24,Checked_in
319,26577,183,2025-06-17,2025-11-12,Confirmed
320,27681,177,2025-05-21,2025-08-25,Checked_out
321,26533,18,2025-09-26,2026-03-06,No_show
322,25076,106,2026-02-10,2026-02-16,Cancelled
323,22311,10,2026-01-15,2026-02-26,Checked_in
324,30294,67,2025-05-22,2026-02-07,No_show
325,26932,184,2025-09-07,2026-02-21,Cancelled
326,39283,43,2025-08-18,2026-02-08,Reserved
327,35422,121,2025-06-18,2025-07-13,Checked_out
328,22820,156,2025-05-21,2026-02-09,Checked_out
329,28917,21,2025-11-27,2026-01-17,Reserved
330,29068,53,2025-07-18,2025-09-03,No_show
331,33495,107,2025-05-26,2025-11-19,Cancelled
332,38615,25,2025-08-13,2026-02-03,Checked_out
333,33668,143,2025-10-22,2026-02-06,Confirmed
334,27320,36,2025-08-14,2025-11-18,No_show
335,35703,143,2026-02-10,2026-03-07,Cancelled
336,30885,152,2026-03-18,2026-03-23,Confirmed
337,25835,27,2026-01-08,2026-03-05,Cancelled
338,606,135,2025-08-15,2026-01-27,Checked_out
339,47,181,2025-07-08,2026-03-16,Checked_out
340,38957,191,2025-10-09,2026-03-17,Cancelled
341,27260,170,2026-02-07,2026-02-11,Cancelled
342,32983,86,2025-10-09,2026-02-18,Checked_out
343,31265,118,2025-03-25,2025-11-09,Checked_out
344,39918,59,2025-09-04,2026-02-19,Checked_in
345,30701,139,2025-08-17,2026-02-11,Checked_out
346,22182,65,2025-08-12,2025-12-23,Confirmed
347,38519,41,2025-04-23,2025-05-05,Confirmed
348,27491,57,2025-05-22,2025-06-21,Reserved
349,24819,69,2025-12-01,2026-02-06,Checked_in
350,37621,170,2025-06-15,2025-06-28,Checked_out
351,39501,15,2026-01-23,2026-04-03,Confirmed
352,22190,137,2025-04-22,2025-12-15,Checked_out
353,30644,114,2025-12-01,2026-02-28,Reserved
354,335,175,2025-05-06,2025-12-26,Checked_out
355,31097,197,2025-07-20,2026-01-05,No_show
356,20866,190,2025-10-24,2026-02-19,Checked_in
357,23452,102,2025-07-09,2025-09-03,Reserved
358,29468,71,2025-06-09,2025-10-02,Reserved
359,21634,200,2026-03-13,2026-03-25,Checked_in
360,22255,45,2026-01-14,2026-04-01,Reserved
361,32318,128,2026-03-21,2026-04-03,Cancelled
362,31452,99,2025-08-21,2025-12-28,Cancelled
363,29304,126,2025-12-26,2026-01-18,Checked_out
364,31133,9,2025-04-19,2025-08-05,Checked_in
365,31992,88,2026-02-11,2026-02-14,Checked_in
366,33342,103,2025-08-08,2025-10-30,Cancelled
367,38119,117,2025-06-14,2025-11-28,Checked_in
368,26804,100,2025-12-31,2026-03-26,Cancelled
369,736,114,2026-03-10,2026-03-16,Cancelled
370,519,3,2025-06-27,2025-11-12,Checked_out
371,38087,83,2025-06-12,2025-08-15,No_show
372,37237,160,2025-12-03,2025-12-16,Confirmed
373,39460,133,2026-01-14,2026-03-11,Checked_in
374,26655,176,2026-02-07,2026-04-01,Reserved
375,32476,196,2025-09-15,2025-10-29,Confirmed
376,29831,184,2025-10-03,2025-11-25,Checked_in
377,30293,48,2025-04-18,2025-06-27,Reserved
378,37549,50,2025-10-23,2025-10-27,Reserved
379,36069,25,2025-08-02,2026-01-17,Reserved
380,38602,188,2026-01-20,2026-03-23,No_show
381,26357,16,2026-02-27,2026-03-04,Checked_out
382,21466,81,2025-06-22,2025-07-09,No_show
383,40197,94,2026-01-23,2026-03-15,Checked_out
384,26770,190,2025-06-08,2025-09-22,Reserved
385,30018,20,2025-10-22,2025-11-30,Checked_in
386,28772,201,2025-04-13,2025-09-13,Checked_out
387,26878,122,2025-04-17,2025-11-08,Cancelled
388,38184,100,2026-01-04,2026-04-02,Checked_in
389,20870,72,2025-07-16,2025-10-28,Cancelled
390,28971,127,2025-10-07,2026-03-13,Cancelled
391,37462,49,2025-10-25,2026-03-01,Cancelled
392,31674,71,2025-07-24,2026-01-03,No_show
393,36525,21,2026-01-10,2026-03-29,Checked_in
394,25812,77,2026-02-26,2026-03-21,Cancelled
395,21438,156,2025-09-23,2025-12-23,Checked_in
396,23248,127,2026-02-20,2026-03-22,Reserved
397,23192,146,2026-02-21,2026-03-13,Checked_out
398,35935,145,2025-09-23,2025-10-25,Checked_out
399,32231,152,2025-09-22,2025-10-31,Confirmed
400,27008,185,2026-03-06,2026-03-14,Checked_out
401,29557,24,2025-07-27,2025-09-06,Checked_in
402,36716,61,2025-08-02,2025-10-10,Checked_out
403,29507,35,2025-11-07,2026-02-01,Checked_out
404,30525,13,2025-05-07,2025-09-06,Confirmed
405,37176,91,2025-08-24,2026-01-07,Checked_in
406,34596,100,2025-04-16,2025-04-26,Reserved
407,29336,166,2025-11-30,2026-01-01,Checked_out
408,22016,26,2025-05-06,2026-02-20,Checked_in
409,32946,175,2026-02-01,2026-03-23,Confirmed
410,29444,78,2025-08-29,2025-12-07,Cancelled
411,25605,125,2026-02-02,2026-03-14,Reserved
412,873,53,2025-12-03,2026-02-08,Checked_out
413,25547,85,2025-09-02,2026-03-13,Confirmed
414,34329,178,2025-05-14,2025-12-05,Cancelled
415,40469,72,2025-06-04,2025-07-09,Reserved
416,36660,120,2025-04-09,2025-07-13,Cancelled
417,31422,74,2025-04-17,2026-02-22,Checked_out
418,38780,43,2025-05-01,2025-12-12,Checked_in
419,31129,157,2025-11-16,2025-11-21,Cancelled
420,21931,58,2026-03-11,2026-03-31,Checked_out
421,35366,63,2025-10-22,2025-11-29,Reserved
422,23876,33,2026-03-08,2026-03-19,Checked_out
423,24425,43,2025-08-08,2026-04-01,Checked_out
424,23381,26,2025-11-25,2026-01-16,No_show
425,33643,51,2025-04-14,2025-05-04,Checked_in
426,33862,17,2025-08-22,2026-03-08,Confirmed
427,32424,64,2025-08-12,2025-11-02,Confirmed
428,920,72,2026-01-03,2026-04-03,Checked_in
429,37333,33,2025-10-20,2026-01-28,Cancelled
430,32753,39,2025-07-23,2026-03-10,Confirmed
431,23155,45,2025-09-13,2025-11-07,No_show
432,27865,135,2026-02-24,2026-03-08,Reserved
433,40390,170,2026-01-31,2026-02-25,Confirmed
434,30015,8,2026-02-07,2026-02-18,Checked_in
435,37626,144,2026-02-07,2026-03-27,Reserved
436,27107,201,2026-01-29,2026-01-29,No_show
437,29530,26,2026-03-01,2026-03-09,Checked_in
438,21775,152,2025-08-25,2025-09-10,No_show
439,32006,168,2025-11-28,2026-02-17,Cancelled
440,39716,113,2025-06-20,2025-09-13,No_show
441,21132,109,2025-11-29,2026-03-12,Checked_in
442,24436,201,2025-06-16,2025-09-16,Reserved
443,32762,27,2025-06-09,2025-09-09,Reserved
444,25603,144,2025-06-15,2026-01-26,No_show
445,36746,152,2025-03-24,2025-07-23,Confirmed
446,25224,67,2025-10-24,2026-03-05,Confirmed
447,29134,146,2025-08-05,2025-08-29,Cancelled
448,33352,193,2026-03-17,2026-03-22,Confirmed
449,33620,161,2025-12-21,2026-01-01,Cancelled
450,23463,36,2025-10-06,2026-03-11,Confirmed
451,22940,68,2025-07-21,2026-03-31,Reserved
452,38453,57,2026-03-16,2026-03-22,Reserved
453,28942,50,2026-01-17,2026-02-07,Checked_out
454,23936,101,2026-02-22,2026-02-25,Cancelled
455,27851,192,2025-10-19,2026-03-22,Checked_in
456,693,5,2026-03-12,2026-03-19,No_show
457,38354,57,2025-03-24,2025-05-11,Checked_in
458,26734,167,2026-01-04,2026-01-06,Cancelled
459,33015,28,2025-07-08,2025-09-20,Cancelled
460,30632,54,2025-08-15,2025-10-01,Reserved
461,34371,164,2025-06-07,2025-12-07,No_show
462,31618,184,2025-12-17,2026-01-02,Cancelled
463,23029,26,2025-09-03,2026-01-03,Checked_in
464,23849,21,2025-05-31,2025-12-29,No_show
465,25370,160,2025-10-10,2025-10-20,Checked_in
466,22533,156,2025-06-15,2026-02-05,Checked_out
467,25892,47,2025-06-27,2025-08-26,Confirmed
468,38808,142,2025-07-27,2025-12-27,Cancelled
469,30437,117,2025-12-03,2025-12-20,Cancelled
470,32665,96,2025-05-28,2025-06-07,Cancelled
471,34089,88,2026-02-14,2026-03-10,Checked_out
472,38905,135,2025-07-13,2026-02-02,No_show
473,37106,90,2025-11-17,2026-02-27,No_show
474,26475,14,2025-11-29,2026-01-07,Checked_out
475,30418,132,2026-02-16,2026-03-17,No_show
476,23286,114,2025-05-18,2025-10-17,Cancelled
477,38668,28,2025-05-17,2026-01-19,Cancelled
478,39411,157,2025-09-25,2026-01-04,No_show
479,295,159,2025-05-04,2025-05-20,Confirmed
480,37676,163,2025-07-24,2026-01-01,No_show
481,35945,61,2025-07-02,2025-11-28,Checked_in
482,26159,28,2025-06-28,2025-11-21,No_show
483,30396,181,2025-09-06,2026-02-01,Confirmed
484,28959,57,2026-02-19,2026-03-24,Checked_out
485,38607,23,2025-04-17,2025-10-07,No_show
486,39644,13,2026-02-23,2026-03-18,Checked_in
487,23659,151,2025-06-03,2025-07-06,Checked_out
488,38281,164,2026-01-19,2026-02-19,Cancelled
489,21957,145,2025-12-23,2026-03-02,No_show
490,38969,42,2026-03-05,2026-03-21,Reserved
491,27891,3,2026-03-17,2026-03-18,Confirmed
492,36725,92,2025-12-18,2026-03-13,Confirmed
493,31921,19,2025-11-20,2025-11-25,Cancelled
494,30866,184,2026-03-17,2026-03-20,No_show
495,35725,19,2025-11-01,2026-03-28,No_show
496,32562,115,2025-04-19,2026-01-26,Confirmed
497,21775,59,2025-11-03,2025-11-27,Confirmed
498,38069,44,2025-10-20,2026-03-06,No_show
499,39875,49,2025-07-12,2026-03-21,Checked_in
500,26410,110,2025-04-27,2025-11-07,No_show
501,34516,152,2025-09-04,2026-03-07,No_show
502,31058,195,2025-11-21,2026-02-18,Cancelled
503,36382,131,2026-02-07,2026-02-15,Checked_in
504,28167,30,2026-01-28,2026-03-18,Confirmed
505,24690,37,2025-08-23,2025-08-29,Checked_out
506,37932,110,2025-04-16,2025-10-03,Reserved
507,29317,20,2025-08-25,2026-01-17,Cancelled
508,21256,89,2025-10-01,2026-03-02,Reserved
509,32329,120,2025-05-23,2025-10-02,Checked_in
510,39363,94,2026-02-13,2026-03-30,Confirmed
511,21665,181,2025-06-08,2025-09-13,Cancelled
512,32334,58,2025-08-21,2026-03-14,Cancelled
513,29237,148,2025-07-10,2025-07-10,No_show
514,38095,140,2025-08-31,2025-09-27,Checked_in
515,26118,93,2025-04-11,2025-09-14,No_show
516,32419,79,2025-12-28,2026-02-01,Reserved
517,33080,181,2025-08-04,2026-01-18,Confirmed
518,40012,164,2025-09-11,2026-03-28,Checked_in
519,30469,57,2025-05-23,2025-07-27,Confirmed
520,35634,147,2026-02-13,2026-03-31,Checked_in
521,27728,130,2026-03-05,2026-03-27,Checked_out
522,31799,186,2025-12-24,2026-01-05,Checked_in
523,75,18,2025-11-02,2026-01-15,Cancelled
524,26429,81,2026-01-05,2026-03-10,Checked_out
525,31534,105,2025-06-23,2025-08-05,Cancelled
